family,subfamily,tribe,subtribe,genus,species,subspecies
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe egialea Cramer 1777
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe goda Fruhstorfer 1905
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe grisea Fruhstorfer 1897
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe hitomaroi Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe horracki Joicey & Talbot 1916
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe mera Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe nigresens Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe pandecta Staudinger 1869
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe parthenope Wallace, 1867"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,Delias pasithoe porsenna Cramer 1775
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe premo Tsukada, 1987"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe siamensis Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe silviae Jakusch, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe tabitoi Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe takasugii Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe thyra Fruhstorfer, 1895"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe triglites Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe yakamochii Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pasithoe,"Delias pasithoe yoshidai Nakano & Morita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias woodi,"Delias woodi colini Schr<U+00F6>der, 1977"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias woodi,"Delias woodi tboli Schr<U+00F6>der & Treadaway, 1984"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias woodi,"Delias woodi woodi Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias discus,"Delias discus apodiscus Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias discus,"Delias discus discus Honrath, 1886"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias discus,"Delias discus larseni Luck & Gehlen, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias discus,"Delias discus neyi Ribbe, 1901"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias putih,"Delias putih putih van Mastrigt, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias putih,"Delias putih tamamitsui Morita, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aroae,"Delias aroae aroae (Ribbe, 1900)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aroae,"Delias aroae yabensis Joicey & Talbot, 1922"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias flavissima,"Delias flavissima flavissima Orr & Sibatani, 1985"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias flavissima,"Delias flavissima giselae O. Schmitt, 1992"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias inopinata,"Delias inopinata inopinata Lachlan, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias inopinata,"Delias orri van Mastrigt, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pheres,"Delias pheres approximata (Joicey & Talbot, 1922)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias pheres,"Delias pheres pheres H.E.K. Jordan, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias subapicalis,"Delias subapicalis sibatanii van Mastrigt, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias subapicalis,"Delias subapicalis subapicalis Orr & Sibatani, 1985"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias apoensis,"Delias apoensis apoensis Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias apoensis,"Delias apoensis maizurui Yagishita & Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna arovana Fruhstorfer, 1913"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna aruna (Boisduval, 1832)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna inferna Butler, 1913"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna irma Fruhstorfer, 1907"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna rana Swinhoe, 1916"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna rona Rothschild, 1898"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna sarera Yagishita, 1994"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias aruna,"Delias aruna seriata Fruhstorfer, 1907"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias belisama,"Delias belisama balina Fruhstorfer, 1908"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias belisama,"Delias belisama belisama Cramer, 1779"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias belisama,"Delias belisama glauce Butler, 1865"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias belisama,"Delias belisama nakula Grose-Smith & Kirby, 1888"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias descombesi,"Delias descombesi descombesi Boisduval, 1836"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias descombesi,"Delias descombesi eranthos Fruhstorfer, 1905"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias descombesi,"Delias descombesi leucacantha Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias descombesi,"Delias descombesi lydia Fruhstorfer, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias diaphana,"Delias diaphana basilisae Schr<U+00F6>der & Treadaway, 1983"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias diaphana,"Delias diaphana diaphana Semper, 1878"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias diaphana,"Delias diaphana sagaguchii Tsukada & Nishiyama, 1980"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias diaphana,"Delias diaphana treadawayi Badon & Jakusch, 2016"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias diaphana,"Delias diaphana yatai Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias eumolpe,"Delias eumolpe eumolpe Grose-Smith, 1889"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias eumolpe,"Delias eumolpe masaeae Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias levicki,"Delias levicki borromeoi Schroeder & Treadaway, 1984"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias levicki,"Delias levicki hokamae Nakano, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias levicki,"Delias levicki justini Samusawa & Kawamura, 1988"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias levicki,"Delias levicki levicki Rothschild, 1927"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias levicki,"Delias levicki mandaya Yamamoto & Takei, 1982"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias madetes,"Delias madetes honrathi Mitis, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias madetes,"Delias madetes madetes Godman & Salvin, 1878"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias madetes,"Delias madetes neohannoverana Rothschild, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oraia,"Delias oraia adonarensis Rothschild, 1925"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oraia,"Delias oraia bratana Kalis, 1941"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oraia,"Delias oraia lydia Fruhstorfer, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oraia,"Delias oraia oraia Doherty, 1891"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oraia,"Delias oraia solorensis Yagishita & Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias berinda,"Delias berinda adelma Mitis, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias berinda,"Delias berinda berinda Moore, 1872"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias berinda,"Delias berinda boylaea Butler, 1885"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias berinda,"Delias berinda cooperi Tytler, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias berinda,"Delias berinda yedanula Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias blanca,"Delias blanca apameia Fruhstorfer, 1910"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias blanca,"Delias blanca blanca C. Felder & R. Felder, 1862"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias blanca,"Delias blanca capcoi Jumalon, 1975"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias blanca,"Delias blanca nausicaa Fruhstorfer, 1899"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias blanca,"Delias blanca uichancoi Jumalon, 1975"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta formosana Matsumura, 1909"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta lativitta Leech, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta naga Tytler, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta parva Talbot, 1937"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta shaanxiensis I. Chou , Y.L. Zhang & Y.L. Wang, 2001"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta tai Yoshino, 1999"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta tongi Mell, 1939"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias lativitta,"Delias lativitta yunnana Talbot, 1937"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias patrua,"Delias patrua guiyangensis I. Chou , Y.L. Zhang & Y.L. Wang, 2001"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias patrua,"Delias patrua patrua Leech, 1890"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias patrua,"Delias patrua shan Talbot, 1937"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias sanaca,"Delias sanaca atsukoae Nakano, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias sanaca,"Delias sanaca bhutya Talbot, 1937"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias sanaca,"Delias sanaca oreas Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias sanaca,"Delias sanaca perspicua Fruhstorfer, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias sanaca,"Delias sanaca sanaca Moore, 1857"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias subnubila,"Delias subnubila conspicua Mell, 1943"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias subnubila,"Delias subnubila subnubila Leech, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias caroli,"Delias caroli caroli Kenrick, 1909"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias caroli,"Delias caroli wandammenensae Sharp, 1918"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais aegle Joicey & Talbot, 1922"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais Jordan, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais keysseri Talbot, 1928"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais maruyamai Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais nais Jordan, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais odilei Gotts & Ginn, 2004"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nais,"Delias nais rubrina van Eecke, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias zebra,"Delias zebra takanamii Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias zebra,"Delias zebra zebra Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias chrysomelaena,"Delias chrysomelaena chrysomelaena Snellen van Vollenhoven, 1866"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias chrysomelaena,"Delias chrysomelaena prodigialis Fruhstorfer, 1911"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas fakfakensis Yagishita, 2003"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas ladas Grose-Smith, 1894"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas levis Joicey & Talbot, 1922"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas waigeuensis Joicey & Talbot, 1917"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas wamenaensis Morita, 1991"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias ladas,"Delias ladas yapenensis Yagishita, 1998"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias bobaga,"Delias bobaga homeyo van Mastrigt, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias catocausta,"Delias catocausta eefi van Mastrigt, 1990"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias clathrata,"Delias clathrata clathrata Rothschild, 1904"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias clathrata,"Delias clathrata limata Jordan, 1930"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hemianops,"Delias hemianops hemianops Gerrits & van Mastrigt, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hemianops,Delias hemianops sanaeae Sakuma 1999
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hiemalis,"Delias hiemalis flabella van Mastrigt, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hiemalis,"Delias hiemalis hiemalis Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hiemalis,"Delias hiemalis labbei van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias hiemalis,"Delias hiemalis nemangkawi van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias klossi,"Delias klossi chrysanthemum Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias klossi,"Delias klossi gomi van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias klossi,"Delias klossi klossi Rothschild, 1915"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias klossi,"Delias klossi okse van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae boschmai Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae ilu van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae mariae Joicey & Talbot, 1916"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae menooensis Joicey & Talbot, 1922"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae sanaeae (Sakuma, 1999)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mariae,"Delias mariae walshae Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias menooensis,"Delias menooensis boschmai Roepke, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias menooensis,"Delias menooensis menooensis Joicey & Talbot, 1922"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias roepkei cieko Arima, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias mira excelsa Jordan, 1904"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias mira flabella van Mastrigt, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias autumnalis michiae (Nakano, 1994)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias mira mira Rothschild, 1904"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mira,"Delias mira reversa Rothschild, 1925"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nakanokeikoae,"Delias nakanokeikoae jali van Mastrigt, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias nakanokeikoae,"Delias nakanokeikoae nakanokeikoae Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias roepkei,"Delias roepkei roepkei Sanford & Bennett, 1955"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias walshae,"Delias walshae ilu van Mastrigt, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias walshae,Delias walshae sanaeae (Sakuma 1999)
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias walshae,"Delias walshae walshae (Roepke, 1955)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis amungme van Mastrigt, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis cartieri Lachlan, 2000"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis citrona (Joicey & Talbot, 1922)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis fascelis Jordan, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis ibelana (Roepke, 1955)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis korupun van Mastrigt, 2002"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis paniaia (Schmitt, 1992)"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias fascelis,"Delias fascelis sagawaorum Morita, 1996"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oktanglap,"Delias oktanglap nishiyamai Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias oktanglap,"Delias oktanglap oktanglap van Mastrigt, 1990"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias alberti,"Delias alberti alberti Rothschild, 1904"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias alberti,"Delias alberti guava Arora, 1983"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias alberti,"Delias alberti tetamba Arora, 1983"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa baracasa Semper, 1890"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa basilana Schroeder & Treadaway, 2008"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa benguetana Inomata, 1979"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa cathara Grose-Smith, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa danala de Nic¨¦ville, 1893"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa dives de Nic¨¦ville, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias baracasa,"Delias baracasa kalimantana Yagishita, 1993"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias dorimene,"Delias dorimene dorimene Cramer, 1782"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias echidna,"Delias echidna echidna Hewitson, 1861"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias gabia,"Delias gabia zarate Grose-Smith, 1900"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias gabia,"Delias gabia callistrate Grose-Smith, 1897"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias gabia,"Delias gabia gabia Boisduval, 1832"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias gabia,"Delias gabia masinessa Fruhstorfer, 1913"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias gabia,"Delias gabia naokoae Nakano, 1995"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias mavroneria,"Delias mavroneria mavroneria Fruhstorfer, 1914"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias rothschildi,"Delias rothschildi rothschildi Holland, 1900"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias carstensziana,"Delias carstensziana Rothschild, 1916"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias carstensziana,"Delias carstensziana carstensziana Rothschild, 1916"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias carstensziana,"Delias carstensziana inexpecta Morinaka & Nakazawa, 1999"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias catisa,"Delias catisa Jordan, 1912"
Pieridae,Pierinae,Pierini,Aporiina,Delias,Delias catisa,"Delias catisa catisa Jordan, 1912"
